,brand,average_speed,avg_daily_charges,fatigue_driving_ratio,late_night_trip_ratio,avg_late_night_trip_mileage,high_temp_driving_ratio,battery_type_lfp,initial_battery_soc,avg_charge_duration,insurance_commercial_third_party,insurance_compulsory_third_party,average_loss
17,品牌D,68.63319984690997,2,0.0071034889044002125,0.03925886046221341,0.0,0.23609273981436024,0,62.35485924330212,22242.8685727897,1,0,24.11536643857652
18,品牌D,79.23656775889667,1,0.02107931015500286,0.004512902341069447,32.195397853388236,0.016914556155969474,1,51.639126094685615,21389.602766332824,1,0,11.759558186182012
19,品牌C,29.02501346621169,0,0.02293657770376724,0.1723329769398202,0.0,0.11081479427477553,0,45.78707664647549,17061.585273577206,1,0,17.043324910668122
20,品牌B,55.64784292112811,1,0.04691072110475787,0.11542341647758131,0.0,0.1517427667776989,0,68.83150933152429,20708.356125664614,0,1,16.60198863455384
21,品牌A,42.85345139786129,2,0.02685621674536426,0.17813169109236848,0.0,0.16810460230509702,0,95.12869586481925,25613.70197726984,0,0,4.079298354487178
22,品牌B,78.19486386887618,1,0.01009781068177611,0.11938904468263452,22.91817397131531,0.21858454703783306,0,73.73958723819868,14493.236452261848,0,0,7.07733793607339
23,品牌D,70.52713538814251,3,0.01674910890941077,0.1620322179919405,26.43536599420263,0.10645371702919747,0,25.979672290905242,14001.6294332696,1,0,9.54298748479491
24,品牌D,70.29972228266827,0,0.014727556355209094,0.0859346726710296,0.0,0.18380530340238216,0,56.8547978785707,22858.98964547998,1,0,15.705291608198914
25,品牌B,48.12158958769822,2,0.09730767979122984,0.14997198625765376,31.94815109866423,0.1756126268372869,0,91.2659305208502,18280.35669345825,0,0,6.389968935804468
26,品牌B,44.88917014025991,2,0.07592925069184736,0.18260829337797121,0.0,0.16428483019612414,1,27.55699406408695,5389.370861609232,1,0,13.841109643992684
27,品牌B,36.40442431584238,0,0.09677614652695621,0.11442459274444126,0.0,0.19214498794266366,0,99.11005697100347,26081.22279541525,1,0,9.224795718651178
28,品牌D,23.382529799055625,1,0.04397404865079085,0.03615703011247591,0.0,0.07783475132042289,0,95.92555149163371,4375.7341763885315,1,0,8.903476549824422
29,品牌D,71.8833425753032,2,0.027836848166265662,0.05375952300603964,0.0,0.025394626075388692,1,26.26195845839007,22459.588176485526,1,0,13.197970900166892
30,品牌A,68.77406054780465,0,0.07982931972091867,0.03972891537948116,0.0,0.035781501611923026,0,94.67306563596439,22721.612396148685,0,0,8.816907789548665
31,品牌A,79.98306039716783,1,0.03262539180411468,0.04937140551914659,0.0,0.06737471479617031,0,49.05060722075697,27618.399349104646,1,0,5.91922846357558
32,品牌D,79.79821022443431,1,0.02993833737053483,0.06128308987020728,39.75057684642352,0.15005938065683558,1,87.576733366069,4964.187091738483,0,0,9.76596390646654
33,品牌B,53.32590233615765,1,0.02325059922078312,0.1110267573506377,8.167722487157825,0.25213282516380603,0,53.47066701706172,18640.79289176917,0,0,17.172290542617993
34,品牌B,66.13924491083063,1,0.012967897822423536,0.11759832589276656,0.0,0.21038800262651522,0,55.26840901620127,14381.582379801734,1,0,28.309736518534407
35,品牌A,76.68594379294568,1,0.0256463061016766,0.08529994944837223,0.0,0.23671218126061414,0,70.73944727820341,11931.95046246046,1,0,47.434613604947046
36,品牌D,70.97884344064468,2,0.03553197484738877,0.1230841559641671,0.0,0.10529268717782742,1,81.95819354207867,5876.027719536641,1,0,20.545055446430986
37,品牌A,34.84088610459186,0,0.06739942081457305,0.016314985122273185,0.0,0.12139612249456505,0,22.70313207585989,17778.883815716992,1,0,15.85991177484663
38,品牌A,47.03264811860561,0,0.006256484221945158,0.017557647411631995,0.0,0.11810456579718384,1,67.45247964217074,15671.826287000264,1,0,6.863927048847362
39,品牌C,27.7495649090897,2,0.021050693966534296,0.03436589207153169,5.335590955117714,0.05756195532135045,0,34.938639527789675,6234.772345405811,1,0,5.407155597949784
40,品牌C,77.24306163552333,0,0.08090236402916764,0.10361549960806896,0.0,0.018364997443071605,0,47.67596142905624,19034.7355788465,0,0,32.557403946733665
41,品牌C,56.3704780670528,1,0.014692192358377078,0.042798935739662716,0.0,0.17727482784816803,1,47.83749329241732,22196.41863037405,1,1,13.282089152763064
42,品牌B,33.71856833020776,2,0.03426451465225216,0.05665688069851547,0.0,0.2967650050261758,0,57.52482721769229,22935.413186551938,1,0,18.589414208914704
43,品牌D,60.30204106435141,1,0.08646589218581402,0.08006256723459881,0.0,0.05004891148507885,0,46.73091295009387,26415.40434421317,1,0,13.108834167740955
44,品牌D,57.08769442747375,1,0.015492531114344267,0.16237322480207597,3.763935832583681,0.014005445969782126,0,28.58888947605342,13918.662695597186,1,0,8.438541856930357
45,品牌D,41.48976308197043,2,0.00827368356181899,0.002772427182572024,0.0,0.23385950454717988,1,31.650299082036113,27617.43376927785,1,0,7.400143696692952
46,品牌D,26.81345553197774,0,0.048453799508001084,0.12987576404732448,0.0,0.07577580200541725,0,22.675038844887816,25408.821008083687,1,0,13.628346742905695
47,品牌C,60.29439173556798,2,0.03024195112785364,0.13377530620813707,12.873960824623465,0.2488931416058785,0,57.61992682630034,11071.839589803265,1,0,23.023008863220603
48,品牌B,51.2184620542276,0,0.05634083644838542,0.15973115607132732,0.0,0.21118100011035462,0,96.35581558823908,7613.932541206354,1,1,15.682762532550566
49,品牌B,66.33910350413836,0,0.08038048904834752,0.18655058781206266,0.0,0.2837020611152414,1,29.254017891849323,14571.812782425937,0,0,29.16986106608058
50,品牌C,51.209810066719605,1,0.013714848815274317,0.004027569789857965,0.0,0.1226781707270016,0,95.70115944024656,13727.847440490359,1,0,14.32758389549721
51,品牌B,71.1308900191124,0,0.058069908455428504,0.03075674110264324,0.0,0.19859095183519024,0,78.66892117856749,18108.126494346347,1,0,7.999613958112023
52,品牌C,53.114410326469134,0,0.05055087603898639,0.17723425881119861,30.518802989084605,0.13945643424398121,0,70.99990423473305,18301.333054659248,1,0,8.601689687310818
53,品牌D,53.656278292123176,0,0.014407878601319958,0.09170371243740308,0.0,0.18917660919256304,0,71.62222042588503,22499.672006375375,1,0,28.48597969800517
54,品牌C,72.5992161595007,0,0.06239984855289824,0.1129181277866927,0.0,0.1348796718023212,0,86.13821187170257,16449.226694781377,1,0,9.978672541914932
55,品牌D,44.208971972743825,1,0.027364041786077167,0.1326054407446295,0.0,0.056589673927222445,0,28.55358915038571,6241.530551707292,1,0,11.744008552307456
56,品牌D,28.04091370703844,1,0.04878343185440125,0.13581332089912748,36.796020318697444,0.15236922480101425,0,60.38034588524334,25228.941655938273,1,0,23.290646987066836
57,品牌A,21.726960578800337,2,0.00822723242770619,0.18634808066330166,0.0,0.15857526043123268,1,75.76729106086069,11406.067496266714,0,1,6.94177189792945
58,品牌C,65.30823534041714,1,0.04595840572136231,0.19938988348233394,0.0,0.2431811544780483,1,66.94563560588509,28076.69599972612,1,0,22.73966871609218
59,品牌A,57.21857308120788,0,0.030646346804282035,0.14403149218618805,0.0,0.22065621173807434,0,86.62232568186357,6570.074738730207,1,0,20.256609494890615
60,品牌C,62.244786085953415,3,0.08223812111853544,0.05744424184103017,0.0,0.1991374871824332,1,25.78173672090812,27747.92954025908,0,0,43.053454085236304
61,品牌C,32.777849690534644,1,0.005697872699736828,0.17595048045886874,13.177573974838891,0.03401612866577176,0,75.25608315993327,5893.497533439428,1,0,25.48181316970768
62,品牌A,28.182288535206187,0,0.041860727491833,0.009844182908152322,0.0,0.2161848871991145,1,62.72221843077742,9422.110676265898,1,1,7.4036802674653455
63,品牌A,20.872679940072917,2,0.0458431424131438,0.04621617057489924,46.53361277811992,0.15009154690635443,0,50.33286911839547,4773.814540580848,1,0,19.845866929532004
64,品牌C,41.03525352839582,1,0.07250060762991188,0.179477143492743,0.0,0.26822986083184774,0,47.22199857872247,21368.851295302673,0,0,26.729276498783136
65,品牌B,55.395061211277984,1,0.0574287575090211,0.05123830288787099,0.0,0.27596128023916283,1,69.66661062193543,25027.528161609152,0,0,11.174886037665944
66,品牌D,43.53464270598394,1,0.06672123371941811,0.044130211924349697,0.0,0.016546977180535636,1,91.27962997154118,14538.591261762707,1,0,4.658265753440974
67,品牌A,46.248495321423746,0,0.07770492856517562,0.02762505862804945,0.0,0.24619246810634363,0,59.69407408808922,26998.75629106923,0,0,17.82286368431063
68,品牌D,74.2495216696249,3,0.08622029736581888,0.1718223515293833,0.0,0.011309217126801186,0,85.9778531261536,18475.53660824111,1,0,14.115108249859079
69,品牌B,40.89532802139802,1,0.03138754967224705,0.10001165183821735,0.0,0.1101508877085068,0,52.172510547517405,19476.179813252384,0,1,8.62841950865794
70,品牌B,50.83936934958865,4,0.0538022705363903,0.13497864061083095,3.2638378783231947,0.16268999268632373,0,28.191557023454124,24904.563882859402,1,1,12.484042713732196
71,品牌B,67.01918076446859,1,0.08401080784392,0.04781327681500594,41.09196613764512,0.04443023958813823,0,24.920458916691082,11079.36516730634,0,0,27.50574297403418
72,品牌A,43.79256693927621,1,0.09894511309650565,0.1516080842022433,0.0,0.22389414377072303,0,24.106749705894206,12527.49617745617,0,0,15.539551963663037
73,品牌B,57.32520201367241,3,0.08895193110437632,0.1520011089924197,32.36710671865456,0.0025064112516415714,1,50.4120113566136,26429.988363705037,1,0,10.323374270883688
74,品牌A,71.74182252480472,0,0.03714672626243768,0.06251960498166002,0.0,0.050579714530211047,0,46.97902006686736,26304.28010017685,0,0,17.676713715664764
75,品牌B,76.97123741945853,0,0.019516651721865043,0.08213652660205657,0.0,0.1742390489560427,0,77.43496188980556,28207.365960261945,1,0,16.963273642847803
76,品牌D,28.824408855742277,0,0.048939253740658877,0.041938055486040175,0.0,0.21431626861118772,0,79.42572012678926,26326.325574330112,1,0,11.679971344189257
77,品牌D,75.59525750968967,0,0.07416414518360423,0.19531220466458088,0.0,0.27499293080817483,0,24.068317506699188,6809.775308040695,1,0,86.97412898516876
78,品牌C,49.52697758477229,2,0.04925690707532976,0.12912051541168232,0.0,0.21164899558038716,0,37.6898610311212,24357.85201065208,1,0,38.28172779861704
79,品牌D,35.4946632979375,1,0.048318086331366854,0.1869087761431031,0.0,0.20153378107645978,0,41.94094801271198,13927.92964836177,0,1,6.053467714777911
80,品牌C,47.54814537429568,1,0.08382304210818006,0.060677108725826635,0.0,0.11830234390519928,1,63.80895873142475,28568.194169837636,0,1,9.567471422633975
81,品牌D,78.80195451712862,4,0.03614037790671864,0.15637818259937797,0.0,0.0003853276580404241,1,31.56121791255602,15501.480301085787,1,0,5.996582744959729
82,品牌A,49.55708563957218,1,0.08597946748116457,0.1531717287769484,35.0749550732583,0.03604777762068658,0,30.71529755200003,17556.66927905596,1,1,22.265473905700155
83,品牌D,39.72509661725049,1,0.04068048009517236,0.13833113037330833,0.0,0.16036636342681174,0,95.50311113663665,16950.32786447132,1,0,13.097824906455225
84,品牌C,58.004051259003546,4,0.03282331056783394,0.19312779505336009,0.0,0.2025389657533259,0,84.33623258382248,11707.7731524286,1,0,12.695120484189458
85,品牌C,34.408737126691584,0,0.0453989911199699,0.07871106722126311,0.0,0.12523448516893873,1,34.452392167293624,5490.556640101538,1,0,7.230262765868938
86,品牌B,24.551799686519836,1,0.07624469586748685,0.02614346471795146,23.451246985894176,0.21920370345851706,1,52.525424632439275,26170.411006128346,0,0,5.3998732506317655
87,品牌A,27.732783314638954,1,0.01260020278639943,0.13434177184881216,46.427776644706796,0.15655868859965363,0,48.44975994060525,23827.43047566243,1,1,25.385032998923933
88,品牌D,27.682750337466345,3,0.01964192158720174,0.14586196009544125,0.0,0.02225285867829366,0,83.28032592523257,7116.0748701036655,1,0,15.10835734467377
89,品牌B,29.11416161073766,3,0.0951444825663092,0.11501211469176294,0.0,0.05760487529038465,1,60.81703331824976,23174.560438021836,1,1,3.7283323889504216
90,品牌D,28.329630358964607,1,0.017549162738135737,0.041363578626679255,0.0,0.2519994669731829,0,30.227978959477362,19371.335984475372,1,0,11.062421289785066
91,品牌D,58.452484688192875,1,0.05677273179310546,0.10089118833387108,0.0,0.21747382398733184,0,79.11936505249952,13910.423455524082,0,0,19.89175622227724
92,品牌B,30.91280506394869,0,0.05793144666619379,0.06243794731382588,0.0,0.2684285961037485,1,51.751038257993514,10001.332957208182,0,0,10.56873991658759
93,品牌B,40.740036999431794,0,0.04896244620502448,0.08549330563333782,0.0,0.03526717473628097,1,41.033939810571766,25265.16534425626,1,0,6.3121668863549445
94,品牌B,73.80730459436072,0,0.06447452485768186,0.1290437151689328,0.0,0.2970667603845222,0,50.03988976165761,21244.744134210137,1,0,29.191014222300364
95,品牌B,48.437698415772346,0,0.022982672579761845,0.1490429485381669,17.76419871184613,0.06282201418498008,0,59.820525088551705,17403.04571862225,1,0,18.732495697813768
96,品牌B,60.05346431126163,0,0.05526622677767482,0.046444938180268625,0.0,0.003533962885992603,0,47.44924131336076,18961.127054241297,0,0,8.596777150755722
97,品牌D,30.33919227209779,3,0.03721732552468972,0.08106507212939068,0.0,0.29922688171606626,0,39.352461807340624,5894.8677884709605,0,0,10.137790975928633
98,品牌B,31.537341128520247,0,0.06616672596291891,0.05383231419832584,0.0,0.08432216563353394,0,51.880162304318425,15542.777974962037,1,0,12.464816960907077
99,品牌A,22.45211697598873,1,0.014122354337314947,0.039726322772373826,0.0,0.20040583575376797,0,21.53383285999186,8481.24737819969,0,0,6.383999995995343
100,品牌C,30.136103784329872,0,0.057087741683947625,0.1566774439991677,0.0,0.05300469425289156,1,81.79982768770512,8851.2687110224,1,0,15.974250930015332
101,品牌B,36.71542034191752,1,0.018527035538332372,0.1818505388873985,0.0,0.17406855965974252,1,33.67559148540686,20264.85984962904,1,0,11.782545259954542
102,品牌B,30.62062905660481,2,0.02786430631150364,0.07404643713691535,0.0,0.27121049593636776,0,23.51236909045098,26563.65502622406,1,0,9.173839848035204
103,品牌D,25.322152025423335,0,0.021870980032358323,0.15025578487475338,0.0,0.09605435022853158,0,72.29589543240634,13774.666584054334,0,1,29.153278650894315
104,品牌B,27.23815226603605,1,0.018283777986881713,0.17939905787288224,29.884116776172952,0.20107619281330777,0,81.91489030589378,8835.281679907197,1,0,15.088522284105316
105,品牌B,47.64672608196355,0,0.0825710951560667,0.16922484210604632,43.48479424258169,0.05637107663952495,0,85.10633052742746,19948.422818363688,0,0,4.5791793804208085
106,品牌B,32.38002310434755,1,0.028570756766089035,0.03656267770784518,0.0,0.18743861961561756,0,59.480734612847996,25553.91356802801,0,1,16.55589027571895
107,品牌D,41.85619166288453,2,0.09271237818644494,0.19125837630267228,0.0,0.10093510554525305,0,36.42945477519882,22457.63378828677,0,1,33.91454376766276
108,品牌B,50.20503625129142,0,0.0969926525345191,0.0753352880858925,0.0,0.0633624775763855,1,78.97821417998614,25492.682209521998,0,1,13.449390936407816
109,品牌C,61.42368971776192,0,0.05712604699370974,0.06784813223476727,0.0,0.09395461521109054,0,75.97704617234697,17121.177709472144,1,0,20.996889569827843
110,品牌D,22.358728390465934,0,0.014300112266572641,0.012486265455556068,0.0,0.0536523205523398,1,39.70165872825386,22547.28135810361,0,0,14.066012502906487
111,品牌C,67.96462393454256,0,0.037454824337958124,0.09723473082097661,0.0,0.2705748323513648,1,92.27262046902344,7129.626895845199,0,0,7.878518359663319
112,品牌D,57.67402336945447,1,0.07977322633482141,0.021802723128185743,12.232752730235653,0.11915606589513865,0,28.34971664662632,12376.520307152425,1,0,19.643340877835833
113,品牌B,24.905541916932314,3,0.03673907286970705,0.049707964185485204,21.065044081668233,0.0735837914923102,0,98.61505916730606,13416.638944934366,0,1,14.007041424983983
114,品牌C,72.41471744640663,0,0.008701721830278874,0.06338852435345628,0.0,0.13452235230477985,1,88.81982487819717,16484.652805400074,1,0,32.78713228995155
115,品牌D,75.25234403190879,1,0.0556784910928188,0.16176526469833682,43.8560233831144,0.09616085004194866,1,75.03189163832602,27012.724278471956,0,0,13.418315693963537
116,品牌A,23.664677591291824,1,0.08451208514960348,0.1750977300791793,0.0,0.2233257761439978,0,95.09999106238664,25632.273317598792,0,0,36.10241235111102
117,品牌B,36.61265888883222,2,0.07959263871435024,0.06049326349229394,0.0,0.2913659735656483,0,77.78489346589663,6990.042405687451,1,0,23.282044607894115
118,品牌D,68.37207678758368,0,0.017512314013035324,0.17173962424891479,0.0,0.13141009700929404,0,35.23655976240367,7954.299227438073,0,0,37.66382761144482
119,品牌A,64.89558142301951,1,0.06727646144124667,0.17144618747395823,5.093938206977827,0.2583100199916721,1,55.37249104902494,12612.541849640565,1,0,38.955772067591255
120,品牌D,31.07126116138264,2,0.022050426343564713,0.15293019007697473,0.0,0.16975892206788584,0,25.720241946530827,10926.745420444982,0,1,14.215342162200864
121,品牌A,32.56095940020262,1,0.021820753455217223,0.02933902280303631,0.0,0.04717069952827004,0,51.17259378304923,19092.22801953781,0,1,19.786396394686008
122,品牌B,42.22832616748292,0,0.08740717733051852,0.1380645693801458,0.0,0.20718682262440247,1,79.3282415789767,26349.956403666532,0,0,10.520126880349705
123,品牌C,49.07137911146128,0,0.024966895274023015,0.18900481291611376,0.0,0.15403034913774602,0,50.915468074465394,27849.746850149186,0,0,41.06012193083124
124,品牌A,57.09528629181776,1,0.02632473465180112,0.13650809575343142,42.186439635512876,0.19518195697563104,0,46.42353403745073,20070.794403887707,0,0,50.99331402834647
125,品牌D,42.134818374186345,1,6.53390761299555e-05,0.0663233698215668,0.0,0.2669062237714995,0,67.62845780082495,24721.611875307386,1,0,25.09229732703871
126,品牌B,47.75208296798887,0,0.08706690341255177,0.10011586348616626,0.0,0.1321303711968138,1,89.7763623199116,16835.095445816085,1,1,15.022551006124841
127,品牌A,64.8482562880254,0,0.07925948132091348,0.12914500867021073,0.0,0.27035328696520666,0,23.806655403688993,8849.839060873,0,0,32.62098540848588
128,品牌D,22.200992173435875,3,0.0627328935090678,0.10211408174570072,0.0,0.22520070428449646,0,50.837634775978835,16822.14798475563,1,0,6.804942657574197
129,品牌D,35.146216660641244,0,0.07502657639388423,0.023990588346193966,0.0,0.14658147776339542,0,32.65925934522102,17588.081556228808,1,0,12.425260890675707
130,品牌D,62.800975153073146,1,0.015204856742449181,0.06241280893040413,29.121753844414794,0.1809666406973891,0,75.62834005854957,22309.930618181625,1,0,21.18595833469492
131,品牌A,73.71241026123195,1,0.04583235945875755,0.16047920611072652,0.0,0.09767433975570343,0,28.457964834490788,9141.051340625198,1,0,12.14074646788339
132,品牌A,50.70064652693996,1,0.03512193873487809,0.1722836092191035,0.0,0.29507918992163223,0,73.18462068641956,12881.42162858564,1,0,19.838569960236306
133,品牌A,51.92680911591894,0,0.00937765262570165,0.02746000654311405,0.0,0.2002053489151188,0,42.89446966383259,12773.492224207072,0,0,27.65101777287224
134,品牌C,26.430320680386565,1,0.04861304852149241,0.19047735047974493,0.0,0.013154055748988968,1,35.91334509897798,27777.877812677354,0,0,7.973613105485723
135,品牌A,46.84474200940728,1,0.09207396503426354,0.06576452356972187,0.0,0.09798657172440263,1,94.90820462599883,14787.413000233317,1,0,17.799039889254406
136,品牌A,51.95703598730139,1,0.004005911905069448,0.132462747746144,0.0,0.18699433012771724,0,21.48196613967647,22628.36797591329,1,1,27.369974399339608
137,品牌A,34.54823021808378,3,0.02914609134937939,0.15036502919133624,0.87491069936943,0.01689998333977194,0,55.02218175116552,22520.446810635865,1,0,7.956961345657028
138,品牌C,36.15459385696286,1,0.020754093620570346,0.1623892469275767,0.0,0.0071652573957428295,0,21.730159396943503,10291.713457041682,1,0,12.072513406852423
139,品牌A,42.63704978627736,0,0.023814665366569635,0.18914994044518604,0.0,0.13500727185834077,1,58.68744384834632,18011.116172167647,1,0,16.295919033111552
140,品牌D,21.204271866663582,1,0.09084345518793753,0.06258390960576453,0.0,0.099807053907801,0,60.08379022355346,26136.43291162993,1,0,4.2794824045745194
141,品牌A,39.3247499349907,2,0.04680690542342902,0.17170129091031092,0.0,0.13148958240994976,0,45.73299771157976,15574.982530315126,1,0,26.200079848839934
142,品牌D,32.68688041979268,3,0.04662994129398188,0.02633738068724141,0.0,0.07880799296400155,0,30.572942202001894,27416.96118503216,1,1,9.134046917301646
143,品牌D,39.64984113067488,0,0.07605756424552823,0.14100818127071854,0.0,0.04941532408289427,0,50.111003018758026,9004.347378968872,0,0,21.074195678364383
144,品牌D,27.185727909155073,1,0.015449220400492581,0.1483955459027972,0.0,0.2067430070941013,0,73.78103519460528,5468.809465505575,0,0,11.455156446053872
145,品牌C,73.4316368443937,2,0.04872653541000508,0.1355446482402641,0.0,0.15437133488034013,0,82.59166469155673,26064.637603247684,0,0,12.49279609008948
146,品牌C,55.61554721324292,0,0.04299852141210597,0.0504629472270306,0.0,0.06004626337481005,0,62.460048191051385,24961.56618864786,1,0,14.211693148088997
147,品牌C,60.74613914866938,0,0.05969106905466562,0.17460862940304067,0.0,0.09587682787799949,1,67.18675155518045,28613.264873532888,0,0,15.099041371688836
148,品牌A,67.3502743164403,1,0.09995577032504387,0.033771692674079,0.0,0.17754237229899777,0,36.04930968997222,20720.715900433137,1,1,55.050482876310795
149,品牌D,49.90653193574344,0,0.07694488940820471,0.010726958304166168,37.08420644959116,0.021668804481743353,0,42.986426658211954,27204.53575201217,0,0,12.041137731315853
150,品牌C,25.215217285245423,0,0.03978657030174272,0.14349299812238245,0.0,0.04423590277985386,0,32.95164880418867,24439.115432119594,1,0,16.019383368105878
151,品牌C,52.22639250911287,2,0.08275530522740471,0.09509514304654675,0.0,0.021973681232217036,0,39.9436280003689,24879.54359462619,0,0,5.809472384147513
152,品牌A,55.210467081252744,0,0.017070836331248018,0.16981960399173524,17.624052347167556,0.24369519981423565,0,37.99094241804254,17942.367575447563,0,0,20.633052022898216
153,品牌C,64.7263684510598,0,0.0030463686308960128,0.0766794282116518,0.0,0.22572276996360277,0,61.55590291129901,13235.587867501114,1,0,35.75143743974653
154,品牌A,45.89957277378076,2,0.020444837246427306,0.03365571770154257,0.0,0.22599387956377712,0,65.01510046325835,27150.863428090703,1,0,13.882939196304541
155,品牌B,27.654818167733826,0,0.03404115561142597,0.16728843849397396,0.0,0.21489760304280842,0,95.59579366572036,14489.35282552054,1,0,8.79707105055153
156,品牌C,37.026554347923465,0,0.05105807574595599,0.10978192632801434,0.0,0.20081562710096076,0,35.645651768121844,17178.24805469166,1,0,12.28733155404942
157,品牌B,41.78493778391811,2,0.06151291405411999,0.03783915847807098,48.136629193056955,0.1430975746134525,0,71.33405681291967,14842.08053955473,0,0,7.05145375187102
158,品牌A,58.755034479896075,0,0.09106057172144218,0.14407679971728915,0.0,0.1926834490521345,1,85.38074151900183,17833.421511796965,0,0,25.821196809454957
159,品牌D,54.246698280134716,0,0.05098540095504577,0.10222272769790011,0.0,0.011508466436392395,0,64.81931710264419,15456.727990606645,1,0,21.2574942155967
160,品牌C,41.36580355387078,1,0.05012756446257294,0.12086259644806396,0.0,0.18643932679703537,0,40.40029220008606,4808.782476202792,1,0,3.2395751538289077
161,品牌A,79.19091492757877,2,0.005024300982298214,0.09217966764131638,0.0,0.23336331166106314,0,41.00401840160002,25827.614287394004,1,0,18.9236214821866
162,品牌D,56.34648916141323,0,0.003491155265622381,0.1657417967636013,0.0,0.15010750811531706,0,23.140244245679995,14798.724236677399,1,0,23.365898436874932
163,品牌D,34.233607504159664,0,0.05511599619163721,0.16591254313660997,0.0,0.10725399852817108,0,44.43553812387854,18441.37994238519,1,0,11.534627606998013
164,品牌B,26.106948357224226,2,0.04381786132483445,0.14187776436487726,0.0,0.08322802044029373,0,79.56829432027041,7107.532629501273,0,0,5.967193323118802
165,品牌A,29.171548351059922,1,0.08391803949802987,0.021080275479292455,0.0,0.19284061504862474,1,23.80142057656883,3685.373769162506,1,1,27.39622644672116
166,品牌D,34.757463703070485,2,0.01606795847118452,0.16777077238081378,0.0,0.20784035958897262,0,37.543622600386456,9781.310359819803,1,0,19.55815370853114
167,品牌C,29.640882395573342,2,0.00249716621170496,0.13420259610658197,2.810695272993924,0.26129027995876275,0,76.49859988254255,21355.568009760427,1,0,9.36713913686491
168,品牌C,31.194021443078345,3,0.04490387679301259,0.13940483320085992,37.37603183732524,0.10270022473829722,1,82.61212502583012,6099.7021588445405,0,0,6.336582611689929
169,品牌B,37.10571012163082,0,0.02374785567522575,0.07259656808077433,0.0,0.23093169221567567,1,56.425472804954275,26503.96349773899,0,0,8.165267627112023
170,品牌D,30.40241571768529,1,0.004961437333883745,0.17585591123140135,0.0,0.16840674725680138,0,75.84594707829191,9018.568747775851,0,0,10.633176847763643
171,品牌A,73.8059254775855,1,0.0724598286847629,0.1450743200469715,0.0,0.2648509472034237,0,51.03617349239136,8755.759080152751,0,0,12.231233660105152
172,品牌C,24.81402473969853,1,0.011159299995724748,0.022518093305838895,15.708103191848604,0.15834363248868621,0,32.7930596019302,8174.000632861687,1,0,7.214189575421283
173,品牌D,51.470683374215284,1,0.06083195000077717,0.08155560688123253,47.8985533241227,0.15528894851939015,0,51.85195948183252,3952.3391668783916,0,0,26.469545208813425
